,stdDay,gubun,deathCnt
1652,2020년 05월 21일 00시,충북,0.0
1653,2020년 05월 21일 00시,충남,0.0
1654,2020년 05월 21일 00시,전북,0.0
1655,2020년 05월 21일 00시,전남,0.0
1656,2020년 05월 21일 00시,경북,54.0
1657,2020년 05월 21일 00시,경남,0.0
1658,2020년 05월 21일 00시,제주,0.0
1659,2020년 05월 21일 00시,검역,0.0
1660,2020년 05월 22일 00시,합계,264.0
1661,2020년 05월 22일 00시,서울,4.0
1662,2020년 05월 22일 00시,부산,3.0
1663,2020년 05월 22일 00시,대구,182.0
1664,2020년 05월 22일 00시,인천,0.0
1665,2020년 05월 22일 00시,광주,0.0
1666,2020년 05월 22일 00시,대전,1.0
1667,2020년 05월 22일 00시,울산,1.0
1668,2020년 05월 22일 00시,세종,0.0
1669,2020년 05월 22일 00시,경기,17.0
1670,2020년 05월 22일 00시,강원,2.0
1671,2020년 05월 22일 00시,충북,0.0
1672,2020년 05월 22일 00시,충남,0.0
1673,2020년 05월 22일 00시,전북,0.0
1674,2020년 05월 22일 00시,전남,0.0
1675,2020년 05월 22일 00시,경북,54.0
1676,2020년 05월 22일 00시,경남,0.0
1677,2020년 05월 22일 00시,제주,0.0
1678,2020년 05월 22일 00시,검역,0.0
1679,2020년 5월 23일 00시,합계,266.0
1680,2020년 5월 23일 00시,서울,4.0
1681,2020년 5월 23일 00시,부산,3.0
1682,2020년 5월 23일 00시,대구,183.0
1683,2020년 5월 23일 00시,인천,0.0
1684,2020년 5월 23일 00시,광주,0.0
1685,2020년 5월 23일 00시,대전,1.0
1686,2020년 5월 23일 00시,울산,1.0
1687,2020년 5월 23일 00시,세종,0.0
1688,2020년 5월 23일 00시,경기,18.0
1689,2020년 5월 23일 00시,강원,2.0
1690,2020년 5월 23일 00시,충북,0.0
1691,2020년 5월 23일 00시,충남,0.0
1692,2020년 5월 23일 00시,전북,0.0
1693,2020년 5월 23일 00시,전남,0.0
1694,2020년 5월 23일 00시,경북,54.0
1695,2020년 5월 23일 00시,경남,0.0
1696,2020년 5월 23일 00시,제주,0.0
1697,2020년 5월 23일 00시,검역,0.0
1698,2020년 05월 24일 00시,합계,266.0
1699,2020년 05월 24일 00시,서울,4.0
1700,2020년 05월 24일 00시,부산,3.0
1701,2020년 05월 24일 00시,대구,183.0
1702,2020년 05월 24일 00시,인천,0.0
1703,2020년 05월 24일 00시,광주,0.0
1704,2020년 05월 24일 00시,대전,1.0
1705,2020년 05월 24일 00시,울산,1.0
1706,2020년 05월 24일 00시,세종,0.0
1707,2020년 05월 24일 00시,경기,18.0
1708,2020년 05월 24일 00시,강원,2.0
1709,2020년 05월 24일 00시,충북,0.0
1710,2020년 05월 24일 00시,충남,0.0
1711,2020년 05월 24일 00시,전북,0.0
1712,2020년 05월 24일 00시,전남,0.0
1713,2020년 05월 24일 00시,경북,54.0
1714,2020년 05월 24일 00시,경남,0.0
1715,2020년 05월 24일 00시,제주,0.0
1716,2020년 05월 24일 00시,검역,0.0
1717,2020년 05월 25일 00시,합계,267.0
1718,2020년 05월 25일 00시,서울,4.0
1719,2020년 05월 25일 00시,부산,3.0
1720,2020년 05월 25일 00시,대구,183.0
1721,2020년 05월 25일 00시,인천,0.0
1722,2020년 05월 25일 00시,광주,0.0
1723,2020년 05월 25일 00시,대전,1.0
1724,2020년 05월 25일 00시,울산,1.0
1725,2020년 05월 25일 00시,세종,0.0
1726,2020년 05월 25일 00시,경기,19.0
1727,2020년 05월 25일 00시,강원,2.0
1728,2020년 05월 25일 00시,충북,0.0
1729,2020년 05월 25일 00시,충남,0.0
1730,2020년 05월 25일 00시,전북,0.0
1731,2020년 05월 25일 00시,전남,0.0
1732,2020년 05월 25일 00시,경북,54.0
1733,2020년 05월 25일 00시,경남,0.0
1734,2020년 05월 25일 00시,제주,0.0
1735,2020년 05월 25일 00시,검역,0.0
1736,2020년 05월 26일 00시,합계,269.0
1737,2020년 05월 26일 00시,서울,4.0
1738,2020년 05월 26일 00시,부산,3.0
1739,2020년 05월 26일 00시,대구,184.0
1740,2020년 05월 26일 00시,인천,0.0
1741,2020년 05월 26일 00시,광주,0.0
1742,2020년 05월 26일 00시,대전,1.0
1743,2020년 05월 26일 00시,울산,1.0
1744,2020년 05월 26일 00시,세종,0.0
1745,2020년 05월 26일 00시,경기,19.0
1746,2020년 05월 26일 00시,강원,3.0
1747,2020년 05월 26일 00시,충북,0.0
1748,2020년 05월 26일 00시,충남,0.0
1749,2020년 05월 26일 00시,전북,0.0
1750,2020년 05월 26일 00시,전남,0.0
1751,2020년 05월 26일 00시,경북,54.0
1752,2020년 05월 26일 00시,경남,0.0
1753,2020년 05월 26일 00시,제주,0.0
1754,2020년 05월 26일 00시,검역,0.0
1755,2020년 05월 27일 00시,합계,269.0
1756,2020년 05월 27일 00시,서울,4.0
1757,2020년 05월 27일 00시,부산,3.0
1758,2020년 05월 27일 00시,대구,184.0
1759,2020년 05월 27일 00시,인천,0.0
1760,2020년 05월 27일 00시,광주,0.0
1761,2020년 05월 27일 00시,대전,1.0
1762,2020년 05월 27일 00시,울산,1.0
1763,2020년 05월 27일 00시,세종,0.0
1764,2020년 05월 27일 00시,경기,19.0
1765,2020년 05월 27일 00시,강원,3.0
1766,2020년 05월 27일 00시,충북,0.0
1767,2020년 05월 27일 00시,충남,0.0
1768,2020년 05월 27일 00시,전북,0.0
1769,2020년 05월 27일 00시,전남,0.0
1770,2020년 05월 27일 00시,경북,54.0
1771,2020년 05월 27일 00시,경남,0.0
1772,2020년 05월 27일 00시,제주,0.0
1773,2020년 05월 27일 00시,검역,0.0
1774,2020년 05월 28일 00시,합계,269.0
1775,2020년 05월 28일 00시,서울,4.0
1776,2020년 05월 28일 00시,부산,3.0
1777,2020년 05월 28일 00시,대구,184.0
1778,2020년 05월 28일 00시,인천,0.0
1779,2020년 05월 28일 00시,광주,0.0
1780,2020년 05월 28일 00시,대전,1.0
1781,2020년 05월 28일 00시,울산,1.0
1782,2020년 05월 28일 00시,세종,0.0
1783,2020년 05월 28일 00시,경기,19.0
1784,2020년 05월 28일 00시,강원,3.0
1785,2020년 05월 28일 00시,충북,0.0
1786,2020년 05월 28일 00시,충남,0.0
1787,2020년 05월 28일 00시,전북,0.0
1788,2020년 05월 28일 00시,전남,0.0
1789,2020년 05월 28일 00시,경북,54.0
1790,2020년 05월 28일 00시,경남,0.0
1791,2020년 05월 28일 00시,제주,0.0
1792,2020년 05월 28일 00시,검역,0.0
1793,2020년 05월 29일 00시,합계,269.0
1794,2020년 05월 29일 00시,서울,4.0
1795,2020년 05월 29일 00시,부산,3.0
1796,2020년 05월 29일 00시,대구,184.0
1797,2020년 05월 29일 00시,인천,0.0
1798,2020년 05월 29일 00시,광주,0.0
1799,2020년 05월 29일 00시,대전,1.0
1800,2020년 05월 29일 00시,울산,1.0
1801,2020년 05월 29일 00시,세종,0.0
1802,2020년 05월 29일 00시,경기,19.0
1803,2020년 05월 29일 00시,강원,3.0
1804,2020년 05월 29일 00시,충북,0.0
1805,2020년 05월 29일 00시,충남,0.0
1806,2020년 05월 29일 00시,전북,0.0
1807,2020년 05월 29일 00시,전남,0.0
1808,2020년 05월 29일 00시,경북,54.0
1809,2020년 05월 29일 00시,경남,0.0
1810,2020년 05월 29일 00시,제주,0.0
1811,2020년 05월 29일 00시,검역,0.0
1812,2020년 5월 30일 00시,합계,269.0
1813,2020년 5월 30일 00시,서울,4.0
1814,2020년 5월 30일 00시,부산,3.0
1815,2020년 5월 30일 00시,대구,184.0
1816,2020년 5월 30일 00시,인천,0.0
1817,2020년 5월 30일 00시,광주,0.0
1818,2020년 5월 30일 00시,대전,1.0
1819,2020년 5월 30일 00시,울산,1.0
1820,2020년 5월 30일 00시,세종,0.0
1821,2020년 5월 30일 00시,경기,19.0
1822,2020년 5월 30일 00시,강원,3.0
1823,2020년 5월 30일 00시,충북,0.0
1824,2020년 5월 30일 00시,충남,0.0
1825,2020년 5월 30일 00시,전북,0.0
1826,2020년 5월 30일 00시,전남,0.0
1827,2020년 5월 30일 00시,경북,54.0
1828,2020년 5월 30일 00시,경남,0.0
1829,2020년 5월 30일 00시,제주,0.0
1830,2020년 5월 30일 00시,검역,0.0
1831,2020년 05월 31일 00시,합계,270.0
1832,2020년 05월 31일 00시,서울,4.0
1833,2020년 05월 31일 00시,부산,3.0
1834,2020년 05월 31일 00시,대구,185.0
1835,2020년 05월 31일 00시,인천,0.0
1836,2020년 05월 31일 00시,광주,0.0
1837,2020년 05월 31일 00시,대전,1.0
1838,2020년 05월 31일 00시,울산,1.0
1839,2020년 05월 31일 00시,세종,0.0
1840,2020년 05월 31일 00시,경기,19.0
1841,2020년 05월 31일 00시,강원,3.0
1842,2020년 05월 31일 00시,충북,0.0
1843,2020년 05월 31일 00시,충남,0.0
1844,2020년 05월 31일 00시,전북,0.0
1845,2020년 05월 31일 00시,전남,0.0
1846,2020년 05월 31일 00시,경북,54.0
1847,2020년 05월 31일 00시,경남,0.0
1848,2020년 05월 31일 00시,제주,0.0
1849,2020년 05월 31일 00시,검역,0.0
1850,2020년 06월 01일 00시,합계,271.0
1851,2020년 06월 01일 00시,서울,4.0
1852,2020년 06월 01일 00시,부산,3.0
1853,2020년 06월 01일 00시,대구,186.0
1854,2020년 06월 01일 00시,인천,0.0
1855,2020년 06월 01일 00시,광주,0.0
1856,2020년 06월 01일 00시,대전,1.0
1857,2020년 06월 01일 00시,울산,1.0
1858,2020년 06월 01일 00시,세종,0.0
1859,2020년 06월 01일 00시,경기,19.0
1860,2020년 06월 01일 00시,강원,3.0
1861,2020년 06월 01일 00시,충북,0.0
1862,2020년 06월 01일 00시,충남,0.0
1863,2020년 06월 01일 00시,전북,0.0
1864,2020년 06월 01일 00시,전남,0.0
1865,2020년 06월 01일 00시,경북,54.0
1866,2020년 06월 01일 00시,경남,0.0
1867,2020년 06월 01일 00시,제주,0.0
1868,2020년 06월 01일 00시,검역,0.0
1869,2020년 06월 02일 00시,합계,272.0
1870,2020년 06월 02일 00시,서울,4.0
1871,2020년 06월 02일 00시,부산,3.0
1872,2020년 06월 02일 00시,대구,187.0
1873,2020년 06월 02일 00시,인천,0.0
1874,2020년 06월 02일 00시,광주,0.0
1875,2020년 06월 02일 00시,대전,1.0
1876,2020년 06월 02일 00시,울산,1.0
1877,2020년 06월 02일 00시,세종,0.0
1878,2020년 06월 02일 00시,경기,19.0
1879,2020년 06월 02일 00시,강원,3.0
1880,2020년 06월 02일 00시,충북,0.0
1881,2020년 06월 02일 00시,충남,0.0
1882,2020년 06월 02일 00시,전북,0.0
1883,2020년 06월 02일 00시,전남,0.0
1884,2020년 06월 02일 00시,경북,54.0
1885,2020년 06월 02일 00시,경남,0.0
1886,2020년 06월 02일 00시,제주,0.0
1887,2020년 06월 02일 00시,검역,0.0
1888,2020년 06월 03일 00시,합계,273.0
1889,2020년 06월 03일 00시,서울,4.0
1890,2020년 06월 03일 00시,부산,3.0
1891,2020년 06월 03일 00시,대구,188.0
1892,2020년 06월 03일 00시,인천,0.0
1893,2020년 06월 03일 00시,광주,0.0
1894,2020년 06월 03일 00시,대전,1.0
1895,2020년 06월 03일 00시,울산,1.0
1896,2020년 06월 03일 00시,세종,0.0
1897,2020년 06월 03일 00시,경기,19.0
1898,2020년 06월 03일 00시,강원,3.0
1899,2020년 06월 03일 00시,충북,0.0
1900,2020년 06월 03일 00시,충남,0.0
1901,2020년 06월 03일 00시,전북,0.0
1902,2020년 06월 03일 00시,전남,0.0
1903,2020년 06월 03일 00시,경북,54.0
1904,2020년 06월 03일 00시,경남,0.0
1905,2020년 06월 03일 00시,제주,0.0
1906,2020년 06월 03일 00시,검역,0.0
1907,2020년 06월 04일 00시,합계,273.0
1908,2020년 06월 04일 00시,서울,4.0
1909,2020년 06월 04일 00시,부산,3.0
1910,2020년 06월 04일 00시,대구,188.0
1911,2020년 06월 04일 00시,인천,0.0
1912,2020년 06월 04일 00시,광주,0.0
1913,2020년 06월 04일 00시,대전,1.0
1914,2020년 06월 04일 00시,울산,1.0
1915,2020년 06월 04일 00시,세종,0.0
1916,2020년 06월 04일 00시,경기,19.0
1917,2020년 06월 04일 00시,강원,3.0
1918,2020년 06월 04일 00시,충북,0.0
1919,2020년 06월 04일 00시,충남,0.0
1920,2020년 06월 04일 00시,전북,0.0
1921,2020년 06월 04일 00시,전남,0.0
1922,2020년 06월 04일 00시,경북,54.0
1923,2020년 06월 04일 00시,경남,0.0
1924,2020년 06월 04일 00시,제주,0.0
1925,2020년 06월 04일 00시,검역,0.0
1926,2020년 06월 05일 00시,합계,273.0
1927,2020년 06월 05일 00시,서울,4.0
1928,2020년 06월 05일 00시,부산,3.0
1929,2020년 06월 05일 00시,대구,188.0
1930,2020년 06월 05일 00시,인천,0.0
1931,2020년 06월 05일 00시,광주,0.0
1932,2020년 06월 05일 00시,대전,1.0
1933,2020년 06월 05일 00시,울산,1.0
1934,2020년 06월 05일 00시,세종,0.0
1935,2020년 06월 05일 00시,경기,19.0
1936,2020년 06월 05일 00시,강원,3.0
1937,2020년 06월 05일 00시,충북,0.0
1938,2020년 06월 05일 00시,충남,0.0
1939,2020년 06월 05일 00시,전북,0.0
1940,2020년 06월 05일 00시,전남,0.0
1941,2020년 06월 05일 00시,경북,54.0
1942,2020년 06월 05일 00시,경남,0.0
1943,2020년 06월 05일 00시,제주,0.0
1944,2020년 06월 05일 00시,검역,0.0
1945,2020년 6월 5일 00시,합계,273.0
1946,2020년 6월 5일 00시,서울,4.0
1947,2020년 6월 5일 00시,부산,3.0
1948,2020년 6월 5일 00시,대구,188.0
1949,2020년 6월 5일 00시,인천,0.0
1950,2020년 6월 5일 00시,광주,0.0
1951,2020년 6월 5일 00시,대전,1.0
1952,2020년 6월 5일 00시,울산,1.0
1953,2020년 6월 5일 00시,세종,0.0
1954,2020년 6월 5일 00시,경기,19.0
1955,2020년 6월 5일 00시,강원,3.0
1956,2020년 6월 5일 00시,충북,0.0
1957,2020년 6월 5일 00시,충남,0.0
1958,2020년 6월 5일 00시,전북,0.0
1959,2020년 6월 5일 00시,전남,0.0
1960,2020년 6월 5일 00시,경북,54.0
1961,2020년 6월 5일 00시,경남,0.0
1962,2020년 6월 5일 00시,제주,0.0
1963,2020년 6월 5일 00시,검역,0.0
1964,2020년 06월 07일 00시,합계,273.0
1965,2020년 06월 07일 00시,서울,4.0
1966,2020년 06월 07일 00시,부산,3.0
1967,2020년 06월 07일 00시,대구,188.0
1968,2020년 06월 07일 00시,인천,0.0
1969,2020년 06월 07일 00시,광주,0.0
1970,2020년 06월 07일 00시,대전,1.0
1971,2020년 06월 07일 00시,울산,1.0
1972,2020년 06월 07일 00시,세종,0.0
1973,2020년 06월 07일 00시,경기,19.0
1974,2020년 06월 07일 00시,강원,3.0
1975,2020년 06월 07일 00시,충북,0.0
1976,2020년 06월 07일 00시,충남,0.0
1977,2020년 06월 07일 00시,전북,0.0
1978,2020년 06월 07일 00시,전남,0.0
1979,2020년 06월 07일 00시,경북,54.0
1980,2020년 06월 07일 00시,경남,0.0
1981,2020년 06월 07일 00시,제주,0.0
1982,2020년 06월 07일 00시,검역,0.0
1983,2020년 06월 08일 00시,합계,273.0
1984,2020년 06월 08일 00시,서울,4.0
1985,2020년 06월 08일 00시,부산,3.0
1986,2020년 06월 08일 00시,대구,188.0
1987,2020년 06월 08일 00시,인천,0.0
1988,2020년 06월 08일 00시,광주,0.0
1989,2020년 06월 08일 00시,대전,1.0
1990,2020년 06월 08일 00시,울산,1.0
1991,2020년 06월 08일 00시,세종,0.0
1992,2020년 06월 08일 00시,경기,19.0
1993,2020년 06월 08일 00시,강원,3.0
1994,2020년 06월 08일 00시,충북,0.0
1995,2020년 06월 08일 00시,충남,0.0
1996,2020년 06월 08일 00시,전북,0.0
1997,2020년 06월 08일 00시,전남,0.0
1998,2020년 06월 08일 00시,경북,54.0
1999,2020년 06월 08일 00시,경남,0.0
2000,2020년 06월 08일 00시,제주,0.0
2001,2020년 06월 08일 00시,검역,0.0
2002,2020년 06월 09일 00시,합계,274.0
2003,2020년 06월 09일 00시,서울,4.0
2004,2020년 06월 09일 00시,부산,3.0
2005,2020년 06월 09일 00시,대구,188.0
2006,2020년 06월 09일 00시,인천,0.0
2007,2020년 06월 09일 00시,광주,0.0
2008,2020년 06월 09일 00시,대전,1.0
2009,2020년 06월 09일 00시,울산,1.0
2010,2020년 06월 09일 00시,세종,0.0
2011,2020년 06월 09일 00시,경기,20.0
2012,2020년 06월 09일 00시,강원,3.0
2013,2020년 06월 09일 00시,충북,0.0
2014,2020년 06월 09일 00시,충남,0.0
2015,2020년 06월 09일 00시,전북,0.0
2016,2020년 06월 09일 00시,전남,0.0
2017,2020년 06월 09일 00시,경북,54.0
2018,2020년 06월 09일 00시,경남,0.0
2019,2020년 06월 09일 00시,제주,0.0
2020,2020년 06월 09일 00시,검역,0.0
2021,2020년 06월 10일 00시,합계,276.0
2022,2020년 06월 10일 00시,서울,4.0
2023,2020년 06월 10일 00시,부산,3.0
2024,2020년 06월 10일 00시,대구,188.0
2025,2020년 06월 10일 00시,인천,0.0
2026,2020년 06월 10일 00시,광주,0.0
2027,2020년 06월 10일 00시,대전,1.0
2028,2020년 06월 10일 00시,울산,1.0
2029,2020년 06월 10일 00시,세종,0.0
2030,2020년 06월 10일 00시,경기,22.0
2031,2020년 06월 10일 00시,강원,3.0
2032,2020년 06월 10일 00시,충북,0.0
2033,2020년 06월 10일 00시,충남,0.0
2034,2020년 06월 10일 00시,전북,0.0
2035,2020년 06월 10일 00시,전남,0.0
2036,2020년 06월 10일 00시,경북,54.0
2037,2020년 06월 10일 00시,경남,0.0
2038,2020년 06월 10일 00시,제주,0.0
2039,2020년 06월 10일 00시,검역,0.0
2040,2020년 06월 11일 00시,합계,276.0
2041,2020년 06월 11일 00시,서울,4.0
2042,2020년 06월 11일 00시,부산,3.0
2043,2020년 06월 11일 00시,대구,188.0
2044,2020년 06월 11일 00시,인천,0.0
2045,2020년 06월 11일 00시,광주,0.0
2046,2020년 06월 11일 00시,대전,1.0
2047,2020년 06월 11일 00시,울산,1.0
2048,2020년 06월 11일 00시,세종,0.0
2049,2020년 06월 11일 00시,경기,22.0
2050,2020년 06월 11일 00시,강원,3.0
2051,2020년 06월 11일 00시,충북,0.0
2052,2020년 06월 11일 00시,충남,0.0
2053,2020년 06월 11일 00시,전북,0.0
2054,2020년 06월 11일 00시,전남,0.0
2055,2020년 06월 11일 00시,경북,54.0
2056,2020년 06월 11일 00시,경남,0.0
2057,2020년 06월 11일 00시,제주,0.0
2058,2020년 06월 11일 00시,검역,0.0
2059,2020년 06월 12일 00시,합계,277.0
2060,2020년 06월 12일 00시,서울,4.0
2061,2020년 06월 12일 00시,부산,3.0
2062,2020년 06월 12일 00시,대구,189.0
2063,2020년 06월 12일 00시,인천,0.0
2064,2020년 06월 12일 00시,광주,0.0
2065,2020년 06월 12일 00시,대전,1.0
2066,2020년 06월 12일 00시,울산,1.0
2067,2020년 06월 12일 00시,세종,0.0
2068,2020년 06월 12일 00시,경기,22.0
2069,2020년 06월 12일 00시,강원,3.0
2070,2020년 06월 12일 00시,충북,0.0
2071,2020년 06월 12일 00시,충남,0.0
2072,2020년 06월 12일 00시,전북,0.0
2073,2020년 06월 12일 00시,전남,0.0
2074,2020년 06월 12일 00시,경북,54.0
2075,2020년 06월 12일 00시,경남,0.0
2076,2020년 06월 12일 00시,제주,0.0
2077,2020년 06월 12일 00시,검역,0.0
2078,2020년 6월 13일 00시,합계,277.0
2079,2020년 6월 13일 00시,서울,4.0
2080,2020년 6월 13일 00시,부산,3.0
2081,2020년 6월 13일 00시,대구,189.0
2082,2020년 6월 13일 00시,인천,0.0
2083,2020년 6월 13일 00시,광주,0.0
2084,2020년 6월 13일 00시,대전,1.0
2085,2020년 6월 13일 00시,울산,1.0
2086,2020년 6월 13일 00시,세종,0.0
2087,2020년 6월 13일 00시,경기,22.0
2088,2020년 6월 13일 00시,강원,3.0
2089,2020년 6월 13일 00시,충북,0.0
2090,2020년 6월 13일 00시,충남,0.0
2091,2020년 6월 13일 00시,전북,0.0
2092,2020년 6월 13일 00시,전남,0.0
2093,2020년 6월 13일 00시,경북,54.0
2094,2020년 6월 13일 00시,경남,0.0
2095,2020년 6월 13일 00시,제주,0.0
2096,2020년 6월 13일 00시,검역,0.0
2097,2020년 06월 14일 00시,합계,277.0
2098,2020년 06월 14일 00시,서울,4.0
2099,2020년 06월 14일 00시,부산,3.0
2100,2020년 06월 14일 00시,대구,189.0
2101,2020년 06월 14일 00시,인천,0.0
2102,2020년 06월 14일 00시,광주,0.0
2103,2020년 06월 14일 00시,대전,1.0
2104,2020년 06월 14일 00시,울산,1.0
2105,2020년 06월 14일 00시,세종,0.0
2106,2020년 06월 14일 00시,경기,22.0
2107,2020년 06월 14일 00시,강원,3.0
2108,2020년 06월 14일 00시,충북,0.0
2109,2020년 06월 14일 00시,충남,0.0
2110,2020년 06월 14일 00시,전북,0.0
2111,2020년 06월 14일 00시,전남,0.0
2112,2020년 06월 14일 00시,경북,54.0
2113,2020년 06월 14일 00시,경남,0.0
2114,2020년 06월 14일 00시,제주,0.0
2115,2020년 06월 14일 00시,검역,0.0
2116,2020년 06월 15일 00시,합계,277.0
2117,2020년 06월 15일 00시,서울,4.0
2118,2020년 06월 15일 00시,부산,3.0
2119,2020년 06월 15일 00시,대구,189.0
2120,2020년 06월 15일 00시,인천,0.0
2121,2020년 06월 15일 00시,광주,0.0
2122,2020년 06월 15일 00시,대전,1.0
2123,2020년 06월 15일 00시,울산,1.0
2124,2020년 06월 15일 00시,세종,0.0
2125,2020년 06월 15일 00시,경기,22.0
2126,2020년 06월 15일 00시,강원,3.0
2127,2020년 06월 15일 00시,충북,0.0
2128,2020년 06월 15일 00시,충남,0.0
2129,2020년 06월 15일 00시,전북,0.0
2130,2020년 06월 15일 00시,전남,0.0
2131,2020년 06월 15일 00시,경북,54.0
2132,2020년 06월 15일 00시,경남,0.0
2133,2020년 06월 15일 00시,제주,0.0
2134,2020년 06월 15일 00시,검역,0.0
2135,2020년 06월 16일 00시,합계,278.0
2136,2020년 06월 16일 00시,서울,4.0
2137,2020년 06월 16일 00시,부산,3.0
2138,2020년 06월 16일 00시,대구,189.0
2139,2020년 06월 16일 00시,인천,1.0
2140,2020년 06월 16일 00시,광주,0.0
2141,2020년 06월 16일 00시,대전,1.0
2142,2020년 06월 16일 00시,울산,1.0
2143,2020년 06월 16일 00시,세종,0.0
2144,2020년 06월 16일 00시,경기,22.0
2145,2020년 06월 16일 00시,강원,3.0
2146,2020년 06월 16일 00시,충북,0.0
2147,2020년 06월 16일 00시,충남,0.0
2148,2020년 06월 16일 00시,전북,0.0
2149,2020년 06월 16일 00시,전남,0.0
2150,2020년 06월 16일 00시,경북,54.0
2151,2020년 06월 16일 00시,경남,0.0
2152,2020년 06월 16일 00시,제주,0.0
2153,2020년 06월 16일 00시,검역,0.0
2154,2020년 06월 17일 00시,합계,279.0
2155,2020년 06월 17일 00시,서울,5.0
2156,2020년 06월 17일 00시,부산,3.0
2157,2020년 06월 17일 00시,대구,189.0
2158,2020년 06월 17일 00시,인천,1.0
2159,2020년 06월 17일 00시,광주,0.0
2160,2020년 06월 17일 00시,대전,1.0
2161,2020년 06월 17일 00시,울산,1.0
2162,2020년 06월 17일 00시,세종,0.0
2163,2020년 06월 17일 00시,경기,22.0
2164,2020년 06월 17일 00시,강원,3.0
2165,2020년 06월 17일 00시,충북,0.0
2166,2020년 06월 17일 00시,충남,0.0
2167,2020년 06월 17일 00시,전북,0.0
2168,2020년 06월 17일 00시,전남,0.0
2169,2020년 06월 17일 00시,경북,54.0
2170,2020년 06월 17일 00시,경남,0.0
2171,2020년 06월 17일 00시,제주,0.0
2172,2020년 06월 17일 00시,검역,0.0
2173,2020년 06월 18일 00시,합계,280.0
2174,2020년 06월 18일 00시,서울,6.0
2175,2020년 06월 18일 00시,부산,3.0
2176,2020년 06월 18일 00시,대구,189.0
2177,2020년 06월 18일 00시,인천,1.0
2178,2020년 06월 18일 00시,광주,0.0
2179,2020년 06월 18일 00시,대전,1.0
2180,2020년 06월 18일 00시,울산,1.0
2181,2020년 06월 18일 00시,세종,0.0
2182,2020년 06월 18일 00시,경기,22.0
2183,2020년 06월 18일 00시,강원,3.0
2184,2020년 06월 18일 00시,충북,0.0
2185,2020년 06월 18일 00시,충남,0.0
2186,2020년 06월 18일 00시,전북,0.0
2187,2020년 06월 18일 00시,전남,0.0
2188,2020년 06월 18일 00시,경북,54.0
2189,2020년 06월 18일 00시,경남,0.0
2190,2020년 06월 18일 00시,제주,0.0
2191,2020년 06월 18일 00시,검역,0.0
2192,2020년 06월 19일 00시,합계,280.0
2193,2020년 06월 19일 00시,서울,6.0
2194,2020년 06월 19일 00시,부산,3.0
2195,2020년 06월 19일 00시,대구,189.0
2196,2020년 06월 19일 00시,인천,1.0
2197,2020년 06월 19일 00시,광주,0.0
2198,2020년 06월 19일 00시,대전,1.0
2199,2020년 06월 19일 00시,울산,1.0
2200,2020년 06월 19일 00시,세종,0.0
2201,2020년 06월 19일 00시,경기,22.0
2202,2020년 06월 19일 00시,강원,3.0
2203,2020년 06월 19일 00시,충북,0.0
2204,2020년 06월 19일 00시,충남,0.0
2205,2020년 06월 19일 00시,전북,0.0
2206,2020년 06월 19일 00시,전남,0.0
2207,2020년 06월 19일 00시,경북,54.0
2208,2020년 06월 19일 00시,경남,0.0
2209,2020년 06월 19일 00시,제주,0.0
2210,2020년 06월 19일 00시,검역,0.0
2211,2020년 06월 20일 00시,합계,280.0
2212,2020년 06월 20일 00시,서울,6.0
2213,2020년 06월 20일 00시,부산,3.0
2214,2020년 06월 20일 00시,대구,189.0
2215,2020년 06월 20일 00시,인천,1.0
2216,2020년 06월 20일 00시,광주,0.0
2217,2020년 06월 20일 00시,대전,1.0
2218,2020년 06월 20일 00시,울산,1.0
2219,2020년 06월 20일 00시,세종,0.0
2220,2020년 06월 20일 00시,경기,22.0
2221,2020년 06월 20일 00시,강원,3.0
2222,2020년 06월 20일 00시,충북,0.0
2223,2020년 06월 20일 00시,충남,0.0
2224,2020년 06월 20일 00시,전북,0.0
2225,2020년 06월 20일 00시,전남,0.0
2226,2020년 06월 20일 00시,경북,54.0
2227,2020년 06월 20일 00시,경남,0.0
2228,2020년 06월 20일 00시,제주,0.0
2229,2020년 06월 20일 00시,검역,0.0
2230,2020년 6월 21일 00시,합계,280.0
2231,2020년 6월 21일 00시,서울,6.0
2232,2020년 6월 21일 00시,부산,3.0
2233,2020년 6월 21일 00시,대구,189.0
2234,2020년 6월 21일 00시,인천,1.0
2235,2020년 6월 21일 00시,광주,0.0
2236,2020년 6월 21일 00시,대전,1.0
2237,2020년 6월 21일 00시,울산,1.0
2238,2020년 6월 21일 00시,세종,0.0
2239,2020년 6월 21일 00시,경기,22.0
2240,2020년 6월 21일 00시,강원,3.0
2241,2020년 6월 21일 00시,충북,0.0
2242,2020년 6월 21일 00시,충남,0.0
2243,2020년 6월 21일 00시,전북,0.0
2244,2020년 6월 21일 00시,전남,0.0
2245,2020년 6월 21일 00시,경북,54.0
2246,2020년 6월 21일 00시,경남,0.0
2247,2020년 6월 21일 00시,제주,0.0
2248,2020년 6월 21일 00시,검역,0.0
2249,2020년 06월 22일 00시,합계,280.0
2250,2020년 06월 22일 00시,서울,6.0
2251,2020년 06월 22일 00시,부산,3.0
2252,2020년 06월 22일 00시,대구,189.0
2253,2020년 06월 22일 00시,인천,1.0
2254,2020년 06월 22일 00시,광주,0.0
2255,2020년 06월 22일 00시,대전,1.0
2256,2020년 06월 22일 00시,울산,1.0
2257,2020년 06월 22일 00시,세종,0.0
2258,2020년 06월 22일 00시,경기,22.0
2259,2020년 06월 22일 00시,강원,3.0
