4-1. 시도별 이동량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,관내/외 합계,,,,,,,,,,,,,,,,,관내,,,,,,,,,,,,,,,,,관외,,,,,,,,,,,,,,,,
시도별,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주
2020.06.4주차,-8.0 ,-1.3 ,-5.2 ,-7.8 ,-2.5 ,-10.6 ,-3.2 ,-3.2 ,-5.1 ,-1.0 ,-2.6 ,-3.0 ,-0.4 ,1.2 ,-1.8 ,-1.5 ,-4.8 ,-4.6 ,-0.2 ,-4.2 ,-5.6 ,-2.4 ,-7.3 ,-3.6 ,-3.6 ,-4.5 ,-2.5 ,-2.2 ,-3.4 ,-1.1 ,-1.4 ,-3.5 ,-2.7 ,-3.5 ,-13.1 ,-3.4 ,-7.1 ,-12.7 ,-2.8 ,-17.3 ,-2.2 ,-2.2 ,-6.4 ,3.0 ,-3.5 ,-2.1 ,1.9 ,8.7 ,2.8 ,2.0 ,-8.5 
2020.07.1주차,-7.1 ,-1.4 ,-4.3 ,-6.1 ,-10.4 ,-11.6 ,-1.8 ,-2.4 ,-3.4 ,-0.8 ,-3.2 ,-2.4 ,-1.6 ,-1.9 ,-3.0 ,-2.0 ,-3.7 ,-3.6 ,1.0 ,-2.8 ,-4.2 ,-6.5 ,-7.5 ,-1.6 ,-2.7 ,-3.1 ,-2.2 ,-2.9 ,-2.1 ,-0.9 ,-1.9 ,-3.5 ,-1.8 ,-2.5 ,-12.3 ,-5.8 ,-7.2 ,-10.2 ,-19.2 ,-19.9 ,-2.4 ,-1.5 ,-4.3 ,2.8 ,-4.0 ,-3.1 ,-3.6 ,-2.1 ,-1.6 ,-2.4 ,-7.4 
2020.07.2주차,-7.8 ,-3.3 ,-5.8 ,-6.5 ,-20.5 ,-12.6 ,-3.4 ,-2.4 ,-4.3 ,-2.5 ,-4.5 ,-3.8 ,-3.3 ,-5.4 ,-5.1 ,-3.7 ,-6.1 ,-4.1 ,0.4 ,-3.5 ,-4.4 ,-15.0 ,-8.4 ,-2.3 ,-2.7 ,-3.6 ,-3.3 ,-3.9 ,-3.3 ,-2.1 ,-4.1 ,-4.6 ,-2.6 ,-4.5 ,-13.3 ,-10.0 ,-10.6 ,-11.3 ,-32.8 ,-21.1 ,-6.0 ,-1.6 ,-5.9 ,-0.7 ,-5.7 ,-5.0 ,-7.0 ,-9.2 ,-6.8 ,-7.1 ,-10.5 
2020.07.3주차,-7.4 ,2.5 ,-3.5 ,-6.3 ,-11.6 ,-9.9 ,1.5 ,-0.7 ,-4.1 ,0.0 ,-3.0 ,-2.9 ,-1.1 ,1.0 ,-0.4 ,1.7 ,2.4 ,-4.5 ,2.6 ,-2.9 ,-4.8 ,-8.0 ,-7.8 ,0.0 ,-2.7 ,-4.2 ,-3.2 ,-4.3 ,-4.1 ,-1.9 ,-2.1 ,-3.0 ,-0.5 ,-1.1 ,-11.7 ,2.2 ,-4.6 ,-9.8 ,-19.6 ,-14.3 ,5.2 ,5.3 ,-3.7 ,8.5 ,-0.3 ,0.1 ,1.5 ,11.1 ,7.4 ,8.6 ,13.2 
2020.07.4주차,-5.3 ,-1.8 ,-4.7 ,-4.2 ,-9.1 ,-7.9 ,-1.9 ,0.8 ,-1.8 ,-5.7 ,-3.4 ,-3.2 ,-2.3 ,-5.8 ,-6.5 ,-4.0 ,-7.0 ,-2.5 ,1.9 ,-2.4 ,-2.6 ,-5.0 ,-5.7 ,-0.5 ,0.4 ,-2.0 ,-1.9 ,-2.3 ,-2.2 ,-0.4 ,-2.8 ,-3.6 ,-1.8 ,-3.3 ,-9.4 ,-8.2 ,-9.0 ,-7.6 ,-18.1 ,-12.4 ,-5.1 ,2.0 ,-1.1 ,-14.2 ,-5.6 ,-5.5 ,-8.1 ,-13.2 ,-14.0 ,-9.9 ,-15.9 
2020.07.5주차,-4.2 ,-0.2 ,-1.7 ,-4.6 ,-3.6 ,-6.4 ,3.8 ,0.7 ,-2.2 ,-15.2 ,-5.5 ,-8.1 ,-4.4 ,-7.1 ,-6.9 ,-3.1 ,-9.4 ,0.1 ,5.1 ,1.1 ,0.5 ,1.1 ,-2.9 ,7.6 ,2.9 ,1.1 ,0.3 ,0.2 ,-0.5 ,2.6 ,1.1 ,-0.2 ,1.5 ,-1.3 ,-10.5 ,-8.6 ,-7.0 ,-14.7 ,-13.3 ,-13.3 ,-3.7 ,-5.0 ,-8.8 ,-33.6 ,-15.1 ,-21.3 ,-19.3 ,-20.9 ,-19.6 ,-13.0 ,-24.9 
2020.08.1주차,-4.9 ,1.7 ,-2.4 ,-5.9 ,-4.8 ,-4.1 ,4.6 ,-1.0 ,-4.8 ,-9.2 ,-4.9 ,-5.9 ,-1.1 ,0.0 ,-1.2 ,0.3 ,3.9 ,-1.0 ,3.3 ,-1.2 ,-2.5 ,-2.7 ,-2.4 ,4.5 ,-2.2 ,-1.9 ,-1.0 ,-1.1 ,-2.6 ,0.5 ,-1.6 ,-1.5 ,-0.5 ,1.1 ,-10.7 ,-1.0 ,-4.6 ,-13.3 ,-9.6 ,-7.6 ,4.8 ,2.3 ,-11.0 ,-21.8 ,-12.0 ,-12.7 ,-5.1 ,3.5 ,-0.4 ,2.4 ,10.0 
2020.08.2주차,2.0 ,0.4 ,-2.9 ,-0.7 ,-3.0 ,-4.1 ,3.9 ,1.1 ,-2.6 ,-1.2 ,-2.1 ,-1.5 ,1.3 ,0.7 ,-0.3 ,-0.4 ,0.8 ,2.6 ,1.4 ,-2.5 ,0.8 ,-2.4 ,-3.6 ,3.5 ,-2.0 ,-2.2 ,-1.5 ,-2.2 ,-2.4 ,0.3 ,-1.9 ,-2.5 ,-1.9 ,-2.3 ,1.0 ,-1.4 ,-3.6 ,-4.0 ,-4.2 ,-5.1 ,4.9 ,10.2 ,-3.3 ,-0.6 ,-1.9 ,0.2 ,4.0 ,6.4 ,5.1 ,3.4 ,7.7 
2020.08.3주차,-6.8 ,-6.3 ,-5.9 ,-0.5 ,-7.4 ,-10.0 ,0.7 ,-4.3 ,-4.3 ,-4.3 ,-6.4 ,-6.3 ,-5.9 ,-3.7 ,-4.7 ,-3.6 ,-1.2 ,0.1 ,-2.6 ,-3.7 ,1.9 ,-4.8 ,-7.3 ,1.7 ,-5.0 ,-2.7 ,-7.9 ,-5.2 ,-5.3 ,-5.4 ,-5.1 ,-5.3 ,-4.2 ,-5.4 ,-17.4 ,-12.9 ,-10.1 ,-5.7 ,-13.4 ,-15.6 ,-1.7 ,-2.4 ,-7.9 ,2.7 ,-9.0 ,-8.5 ,-7.4 ,-0.1 ,-3.4 ,-2.1 ,8.8 
2020.08.4주차,-18.0 ,-11.7 ,-9.8 ,-13.9 ,-13.8 ,-14.3 ,-6.6 ,-9.0 ,-12.7 ,-12.3 ,-13.3 ,-13.6 ,-10.9 ,-12.2 ,-8.8 ,-9.6 ,-12.2 ,-9.2 ,-5.6 ,-5.7 ,-9.0 ,-8.6 ,-9.2 ,-3.9 ,-7.5 ,-8.8 ,-10.4 ,-8.3 ,-7.6 ,-7.3 ,-9.0 ,-5.9 ,-6.9 ,-8.7 ,-30.8 ,-22.6 ,-17.7 ,-24.2 ,-25.2 ,-24.4 ,-12.7 ,-13.2 ,-21.2 ,-16.8 ,-23.0 ,-26.5 ,-21.3 ,-20.8 ,-16.2 ,-17.0 ,-21.2 
2020.09.1주차,-20.1 ,-10.5 ,-9.1 ,-13.3 ,-13.6 ,-11.8 ,-7.5 ,-4.3 ,-12.5 ,-13.8 ,-9.7 ,-8.6 ,-7.1 ,-11.2 ,-8.1 ,-9.0 ,-16.6 ,-10.9 ,-3.7 ,-4.8 ,-9.6 ,-8.0 ,-7.2 ,-4.1 ,-4.4 ,-9.0 ,-8.7 ,-6.2 ,-5.9 ,-4.5 ,-8.2 ,-4.9 ,-6.1 ,-9.3 ,-33.7 ,-23.1 ,-17.7 ,-21.7 ,-26.1 ,-21.2 ,-15.7 ,-3.7 ,-20.1 ,-26.7 ,-17.0 ,-15.1 ,-14.7 ,-19.8 ,-17.1 ,-17.7 ,-37.7 
2020.09.2주차,-4.5 ,-5.8 ,-4.6 ,-4.0 ,-8.8 ,-2.8 ,-0.7 ,7.7 ,-1.5 ,-13.2 ,-9.1 ,-9.2 ,-10.0 ,-17.3 ,-11.0 ,-7.2 ,-2.1 ,4.0 ,6.6 ,6.4 ,5.1 ,4.3 ,7.3 ,8.0 ,18.5 ,6.6 ,4.9 ,6.5 ,7.9 ,7.7 ,3.3 ,6.5 ,6.4 ,4.4 ,-17.4 ,-24.7 ,-22.3 ,-21.1 ,-32.0 ,-20.3 ,-18.0 ,-14.8 ,-16.8 ,-44.4 ,-31.7 ,-34.6 ,-41.4 ,-48.4 ,-40.2 ,-33.5 ,-19.6 
2020.09.3주차,-14.0 ,-7.4 ,-7.0 ,-9.4 ,-11.5 ,-9.2 ,-6.0 ,0.6 ,-7.3 ,-3.4 ,-5.2 ,-4.4 ,-3.4 ,-2.2 ,-2.6 ,-4.0 ,-6.1 ,-7.9 ,-4.6 ,-4.9 ,-7.5 ,-7.9 ,-6.8 ,-5.4 ,-2.6 ,-6.5 ,-5.9 ,-5.7 ,-6.1 ,-4.6 ,-4.9 ,-5.0 ,-5.5 ,-5.0 ,-22.8 ,-12.7 ,-11.1 ,-13.5 ,-19.5 ,-14.1 ,-7.5 ,10.8 ,-8.9 ,4.8 ,-4.1 ,0.0 ,0.6 ,6.4 ,4.7 ,0.4 ,-9.3 
2020.09.4주차,-8.0 ,-3.3 ,-1.4 ,-5.0 ,-5.6 ,-3.5 ,-1.8 ,3.7 ,-2.4 ,-4.6 ,-2.5 ,-4.2 ,-2.5 ,-2.7 ,-1.9 ,-1.4 ,-5.6 ,-3.8 ,-1.1 ,-0.8 ,-3.3 ,-3.7 ,-2.8 ,-1.9 ,1.1 ,-2.4 ,-1.9 ,-2.3 ,-2.8 ,-2.4 ,-3.1 ,-1.8 ,-2.0 ,-1.9 ,-14.3 ,-7.5 ,-2.5 ,-8.7 ,-9.6 ,-4.9 ,-1.4 ,11.4 ,-2.4 ,-12.6 ,-3.1 ,-7.4 ,-2.6 ,-1.7 ,-2.3 ,0.4 ,-15.8 
2020.10.1주차,-18.5 ,-5.9 ,-5.0 ,-8.1 ,-9.2 ,-9.0 ,-3.9 ,-3.1 ,-7.7 ,6.3 ,-1.1 ,-0.9 ,1.9 ,11.0 ,5.6 ,2.7 ,-2.3 ,-10.8 ,-5.9 ,-7.2 ,-9.3 ,-10.2 ,-9.9 ,-7.9 ,-9.8 ,-9.4 ,-7.4 ,-8.1 ,-9.6 ,-8.4 ,-6.1 ,-7.0 ,-7.1 ,-5.4 ,-30.1 ,-5.7 ,-0.7 ,-5.6 ,-6.9 ,-7.2 ,5.7 ,16.7 ,-4.2 ,40.0 ,13.4 ,17.3 ,31.1 ,56.1 ,38.8 ,30.8 ,6.2 
2020.10.2주차,-7.5 ,-5.5 ,-3.1 ,-4.5 ,-2.9 ,-3.9 ,-2.3 ,0.4 ,-1.9 ,-0.5 ,-2.9 ,-2.2 ,-3.1 ,-2.0 ,-2.8 ,-2.5 ,-7.0 ,-2.7 ,-0.9 ,-1.2 ,-2.5 ,-1.4 ,-2.2 ,-1.2 ,-0.5 ,-1.6 ,-1.6 ,-2.2 ,-2.2 ,-2.6 ,-2.4 ,-2.3 ,-2.3 ,-3.3 ,-14.8 ,-13.8 ,-6.8 ,-8.9 ,-6.2 ,-7.6 ,-4.9 ,3.1 ,-2.6 ,2.5 ,-4.4 ,-2.0 ,-4.5 ,-1.2 ,-4.3 ,-3.1 ,-16.2 
2020.10.3주차,-8.2 ,-5.0 ,-5.1 ,-6.6 ,-5.5 ,-6.6 ,-4.1 ,0.5 ,-4.1 ,-5.8 ,-5.5 ,-5.2 ,-5.3 ,-4.7 ,-4.3 ,-3.6 ,-7.4 ,-4.3 ,-2.1 ,-3.4 ,-4.5 ,-4.0 ,-4.0 ,-3.2 ,-0.8 ,-3.5 ,-3.7 ,-4.1 ,-4.1 ,-4.2 ,-3.9 ,-3.6 ,-3.7 ,-4.0 ,-13.9 ,-10.4 ,-8.6 ,-11.2 ,-8.7 ,-11.7 ,-6.1 ,4.4 ,-5.3 ,-11.1 ,-8.4 ,-7.6 ,-8.4 ,-7.0 ,-6.2 ,-3.5 ,-15.5 
2020.10.4주차,-7.8 ,-3.4 ,-4.8 ,-6.3 ,-4.4 ,-5.2 ,-2.6 ,1.5 ,-3.5 ,-3.8 ,-4.5 ,-5.4 ,-3.5 ,-5.5 ,-4.0 ,-3.7 ,-3.1 ,-4.1 ,-0.9 ,-3.1 ,-4.3 ,-3.2 ,-3.5 ,-1.8 ,-0.4 ,-3.4 ,-2.8 ,-3.7 ,-3.8 ,-2.2 ,-3.8 ,-3.3 ,-3.1 ,-2.2 ,-13.1 ,-8.1 ,-8.2 ,-10.5 ,-6.8 ,-8.6 ,-4.2 ,7.1 ,-4.0 ,-6.5 ,-6.1 ,-8.7 ,-6.9 ,-9.8 ,-5.9 ,-5.2 ,-5.2 
2020.10.5주차,-7.9 ,-6.2 ,-5.8 ,-6.9 ,-5.5 ,-6.1 ,-3.5 ,0.8 ,-4.2 ,-3.7 ,-5.1 ,-5.7 ,-6.1 ,-5.8 ,-4.8 ,-5.2 ,0.1 ,-4.6 ,-3.5 ,-4.1 ,-4.7 ,-4.7 ,-4.8 ,-2.6 ,-1.3 ,-3.8 ,-4.1 ,-4.3 ,-4.5 ,-4.6 ,-4.2 ,-4.0 ,-4.5 ,-0.7 ,-12.7 ,-11.0 ,-9.2 ,-11.6 ,-7.1 ,-8.6 ,-5.4 ,6.9 ,-5.1 ,-2.5 ,-6.7 ,-8.3 ,-9.9 ,-9.9 ,-7.0 ,-7.0 ,2.0 
2020.11.1주차,-6.6 ,-3.2 ,-4.6 ,-4.9 ,-3.9 ,-4.4 ,-1.6 ,1.4 ,-2.5 ,-0.7 ,-2.9 ,-4.6 ,-2.4 ,-2.1 ,-2.0 ,-2.8 ,2.8 ,-3.0 ,-0.8 ,-2.7 ,-3.1 ,-2.5 ,-3.1 ,-0.9 ,-0.2 ,-2.2 ,-2.6 ,-2.6 ,-3.3 ,-2.5 ,-2.8 ,-2.5 ,-2.9 ,-0.2 ,-11.9 ,-7.5 ,-8.4 ,-8.9 ,-7.1 ,-7.0 ,-3.1 ,6.3 ,-3.1 ,5.3 ,-3.4 ,-7.8 ,-2.3 ,-0.4 ,-0.4 ,-2.4 ,10.7 
2020.11.2주차,-5.6 ,-3.4 ,-4.1 ,-3.8 ,-4.9 ,-3.8 ,-2.0 ,2.2 ,-1.9 ,0.0 ,-1.3 ,-2.9 ,-1.3 ,-2.2 ,-1.2 ,-2.7 ,4.9 ,-2.9 ,-1.2 ,-2.7 ,-2.9 ,-3.2 ,-3.1 ,-1.5 ,-0.4 ,-2.5 ,-3.3 ,-2.5 ,-3.2 ,-2.3 ,-3.9 ,-2.6 ,-3.3 ,-1.2 ,-9.5 ,-7.4 ,-6.9 ,-5.8 ,-8.6 ,-5.1 ,-3.1 ,10.3 ,-0.7 ,10.7 ,1.1 ,-2.2 ,1.6 ,2.7 ,2.5 ,-1.2 ,21.7 
2020.11.3주차,-9.4 ,-4.9 ,-6.0 ,-7.3 ,-7.5 ,-6.2 ,-3.6 ,-0.4 ,-5.1 ,-5.8 ,-4.6 ,-6.3 ,-5.0 ,-8.2 ,-4.6 ,-5.8 ,4.1 ,-5.2 ,-2.3 ,-3.9 ,-5.0 ,-4.2 ,-5.0 ,-2.5 ,-2.0 ,-4.2 ,-5.9 ,-4.3 ,-5.1 ,-4.1 ,-6.9 ,-4.5 ,-5.0 ,-1.5 ,-15.7 ,-9.5 ,-10.2 ,-12.5 ,-14.7 ,-8.7 ,-6.1 ,4.4 ,-7.0 ,-5.4 ,-5.3 ,-9.1 ,-7.7 ,-11.9 ,-5.0 ,-8.4 ,19.6 
2020.11.4주차,-15.5 ,-7.3 ,-6.7 ,-11.1 ,-8.5 ,-7.9 ,-3.5 ,-2.1 ,-8.4 ,-7.8 ,-7.6 ,-7.0 ,-7.2 ,-7.2 ,-5.1 ,-7.7 ,0.7 ,-8.7 ,-3.1 ,-4.3 ,-7.6 ,-4.8 ,-5.7 ,-2.0 ,-3.2 ,-6.4 ,-7.2 ,-6.4 ,-5.9 ,-6.1 ,-6.5 ,-5.1 ,-6.4 ,-2.1 ,-25.4 ,-14.9 ,-11.5 ,-19.0 ,-16.8 ,-12.3 ,-7.2 ,1.0 ,-12.8 ,-9.6 ,-10.3 ,-9.7 ,-10.6 ,-9.3 ,-5.2 ,-11.7 ,9.0 
2020.12.1주차,-14.8 ,-12.5 ,-6.8 ,-10.1 ,-8.5 ,-9.2 ,-4.7 ,-2.4 ,-7.4 ,-7.9 ,-9.8 ,-7.0 ,-9.1 ,-5.5 ,-5.6 ,-8.2 ,-3.0 ,-6.8 ,-5.1 ,-3.3 ,-6.2 ,-3.2 ,-5.2 ,-2.2 ,-3.0 ,-4.9 ,-6.0 ,-7.2 ,-4.8 ,-6.6 ,-4.6 ,-4.4 ,-6.1 ,0.1 ,-26.6 ,-25.9 ,-13.5 ,-18.9 ,-20.1 ,-17.4 ,-10.8 ,-0.5 ,-13.1 ,-14.4 ,-15.5 ,-12.8 ,-17.2 ,-8.3 ,-9.3 ,-14.7 ,-12.7 
2020.12.2주차,-19.4 ,-13.2 ,-9.2 ,-13.2 ,-8.8 ,-12.3 ,-9.9 ,-5.2 ,-11.0 ,-10.4 ,-11.6 ,-9.6 ,-10.9 ,-6.7 ,-7.7 ,-9.9 ,-7.7 ,-10.1 ,-5.5 ,-4.9 ,-8.6 ,-4.0 ,-7.3 ,-6.0 ,-5.5 ,-7.7 ,-8.0 ,-8.2 ,-6.6 ,-7.8 ,-5.4 ,-5.8 ,-7.8 ,-2.9 ,-32.8 ,-27.1 ,-17.4 ,-23.5 ,-19.6 ,-22.3 ,-19.1 ,-4.2 ,-18.5 ,-18.4 ,-19.3 ,-17.4 ,-20.7 ,-10.6 ,-13.3 ,-16.5 ,-22.0 
2020.12.3주차,-22.9 ,-16.3 ,-12.1 ,-16.2 ,-10.1 ,-13.7 ,-13.0 ,-6.0 ,-13.7 ,-14.7 ,-13.9 ,-11.3 ,-12.4 ,-8.2 ,-11.5 ,-11.8 ,-15.2 ,-12.8 ,-7.8 ,-7.0 ,-11.6 ,-5.1 ,-8.6 ,-8.9 ,-6.4 ,-10.1 ,-10.6 ,-9.8 ,-8.4 ,-9.0 ,-6.4 ,-8.8 ,-9.3 ,-9.0 ,-37.2 ,-31.5 ,-21.9 ,-26.4 ,-21.0 ,-23.8 ,-22.6 ,-4.9 ,-21.7 ,-28.3 ,-23.2 ,-19.1 ,-23.4 ,-13.7 ,-19.6 ,-19.4 ,-33.0 
2020.12.4주차,-23.0 ,-17.2 ,-14.8 ,-16.7 ,-14.0 ,-14.4 ,-12.9 ,-6.4 ,-14.1 ,-16.6 ,-12.8 ,-10.2 ,-13.8 ,-9.2 ,-12.3 ,-11.6 ,-22.3 ,-13.2 ,-8.5 ,-8.8 ,-11.8 ,-8.6 ,-9.3 ,-8.9 ,-7.4 ,-10.7 ,-10.9 ,-9.2 ,-8.1 ,-10.7 ,-7.6 ,-9.9 ,-9.3 ,-13.2 ,-37.5 ,-32.0 ,-26.1 ,-27.4 ,-25.6 ,-24.5 ,-22.0 ,-3.6 ,-21.8 ,-31.4 ,-20.9 ,-15.5 ,-23.3 ,-13.4 ,-19.0 ,-18.1 ,-45.6 
2020.12.5주차,-19.0 ,-14.9 ,-13.4 ,-12.9 ,-14.3 ,-11.7 ,-9.6 ,-9.7 ,-12.1 ,-22.4 ,-12.2 ,-10.7 ,-11.6 ,-11.9 ,-13.5 ,-10.3 ,-24.2 ,-7.7 ,-4.6 ,-6.3 ,-4.9 ,-6.3 ,-4.8 ,-3.3 ,-2.6 ,-5.8 ,-8.9 ,-6.5 ,-5.2 ,-5.8 ,-6.1 ,-8.1 ,-5.8 ,-9.4 ,-35.7 ,-31.9 ,-26.3 ,-29.0 ,-30.7 ,-24.9 ,-22.8 ,-26.1 ,-25.5 ,-48.1 ,-24.4 ,-23.3 ,-27.4 ,-26.0 ,-26.7 ,-22.0 ,-56.4 
2021.01.1주차,-16.2 ,-11.4 ,-11.4 ,-10.3 ,-12.6 ,-10.3 ,-7.0 ,-9.5 ,-10.1 ,-20.9 ,-11.9 ,-10.7 ,-10.0 ,-11.3 ,-11.9 ,-9.7 ,-27.7 ,-3.4 ,-0.8 ,-3.1 ,0.2 ,-3.6 ,-1.7 ,-0.6 ,2.4 ,-0.8 ,-7.1 ,-4.1 ,-2.1 ,-2.3 ,-3.9 ,-5.7 ,-4.0 ,-10.9 ,-33.8 ,-29.8 ,-26.6 ,-31.7 ,-31.0 ,-26.5 ,-21.5 ,-35.0 ,-29.1 ,-54.8 ,-28.7 ,-31.2 ,-32.7 ,-31.9 ,-29.5 ,-25.6 ,-67.3 
2021.01.2주차,-14.1 ,-8.6 ,-8.8 ,-8.0 ,-9.3 ,-7.9 ,-4.5 ,-7.1 ,-7.3 ,-17.3 ,-8.1 ,-6.6 ,-5.6 ,-7.2 ,-8.6 ,-7.6 ,-18.9 ,-2.7 ,0.5 ,-2.0 ,1.0 ,-2.2 ,-0.6 ,0.5 ,3.0 ,0.5 ,-6.9 ,-2.0 ,-0.8 ,0.2 ,-2.6 ,-4.9 ,-3.3 ,-5.2 ,-29.7 ,-24.0 ,-21.3 ,-26.0 ,-23.6 ,-21.3 ,-15.6 ,-28.0 ,-23.0 ,-42.7 ,-20.8 ,-20.4 ,-22.4 ,-19.9 ,-19.0 ,-19.5 ,-51.0 
2021.01.3주차,-3.4 ,-8.5 ,-8.7 ,-4.6 ,-7.8 ,-3.8 ,-2.0 ,-2.2 ,-2.6 ,-21.5 ,-13.8 ,-12.9 ,-13.0 ,-19.1 ,-16.8 ,-12.0 ,-12.2 ,5.8 ,3.9 ,2.0 ,7.3 ,3.2 ,6.0 ,7.0 ,14.3 ,8.2 ,-4.0 ,1.6 ,4.0 ,3.5 ,-1.2 ,-1.5 ,0.8 ,-3.4 ,-16.3 ,-27.7 ,-26.1 ,-26.1 ,-27.5 ,-20.6 ,-19.8 ,-31.2 ,-21.8 ,-53.2 ,-37.6 ,-40.6 ,-44.8 ,-49.1 ,-44.9 ,-37.8 ,-35.1 
2021.01.4주차,-4.9 ,-4.5 ,-6.1 ,-3.7 ,-8.6 ,-4.3 ,-0.2 ,-0.6 ,-1.2 ,-12.0 ,-4.5 ,-1.8 ,-2.3 ,-5.0 ,-5.7 ,-4.3 ,-4.1 ,-1.3 ,0.4 ,-2.3 ,1.0 ,-3.5 ,-0.6 ,1.9 ,4.6 ,1.9 ,-4.9 ,-1.2 ,0.8 ,1.7 ,-1.5 ,-3.0 ,-1.9 ,-2.1 ,-10.7 ,-13.6 ,-13.5 ,-14.0 ,-19.5 ,-11.9 ,-5.2 ,-13.0 ,-8.1 ,-30.7 ,-11.7 ,-8.4 ,-14.1 ,-14.5 ,-13.3 ,-11.1 ,-10.3 
2021.02.1주차,-6.2 ,-4.7 ,-6.0 ,-4.8 ,-1.7 ,-4.4 ,-1.9 ,0.0 ,-1.2 ,-5.9 ,-3.5 ,-1.0 ,-0.4 ,-0.6 ,-4.5 ,-4.8 ,4.0 ,-3.1 ,-0.9 ,-3.2 ,-2.4 ,0.0 ,-2.0 ,0.2 ,-0.9 ,-0.4 ,-2.8 ,-1.6 ,-0.2 ,1.4 ,0.2 ,-3.0 ,-3.5 ,-0.6 ,-11.4 ,-12.2 ,-11.9 ,-10.7 ,-5.9 ,-9.7 ,-7.2 ,2.6 ,-3.0 ,-16.6 ,-8.0 ,-3.5 ,-6.7 ,-3.2 ,-9.3 ,-9.1 ,24.6 
2021.02.2주차,-14.4 ,-7.0 ,-8.2 ,-6.6 ,-5.9 ,-9.1 ,-5.9 ,-5.8 ,-4.7 ,1.2 ,-2.2 ,1.4 ,0.8 ,6.7 ,0.5 ,-2.8 ,2.8 ,-8.2 ,-5.4 ,-7.3 ,-6.5 ,-6.1 ,-7.8 ,-6.6 ,-9.2 ,-5.4 ,-8.1 ,-6.3 ,-5.9 ,-6.4 ,-5.4 ,-7.2 ,-7.9 ,-7.0 ,-24.3 ,-10.1 ,-9.9 ,-6.8 ,-5.4 ,-11.7 ,-4.1 ,4.2 ,-3.2 ,31.0 ,7.5 ,21.4 ,24.9 ,44.3 ,23.8 ,12.7 ,43.8 
2021.02.3주차,-3.0 ,0.9 ,14.2 ,-2.1 ,1.3 ,1.1 ,1.4 ,2.7 ,0.7 ,-0.8 ,0.5 ,1.0 ,2.3 ,-1.0 ,6.2 ,-0.1 ,3.8 ,-0.8 ,0.9 ,7.4 ,-0.6 ,1.9 ,1.0 ,1.7 ,1.3 ,0.7 ,-0.7 ,-0.1 ,0.6 ,1.6 ,-0.8 ,3.1 ,-0.7 ,-1.0 ,-6.5 ,0.7 ,32.2 ,-5.9 ,-0.1 ,1.3 ,0.7 ,6.8 ,0.8 ,-1.0 ,2.0 ,2.2 ,4.7 ,-1.8 ,17.3 ,1.8 ,20.4 
2021.02.4주차,10.1 ,19.4 ,32.4 ,7.4 ,12.0 ,16.0 ,16.8 ,12.1 ,11.2 ,22.1 ,13.9 ,15.4 ,12.7 ,10.1 ,24.0 ,12.3 ,23.1 ,5.1 ,9.3 ,16.0 ,4.9 ,8.5 ,8.4 ,10.8 ,7.5 ,6.4 ,8.3 ,7.1 ,7.0 ,7.6 ,4.7 ,12.7 ,6.2 ,6.3 ,19.3 ,45.6 ,87.0 ,13.6 ,21.3 ,35.6 ,34.4 ,26.1 ,23.7 ,77.6 ,32.3 ,41.7 ,31.5 ,27.8 ,69.6 ,34.5 ,103.3 
2021.03.1주차,12.1 ,15.7 ,29.7 ,8.5 ,13.2 ,16.7 ,12.9 ,13.3 ,10.9 ,8.4 ,9.5 ,12.8 ,9.6 ,7.3 ,17.4 ,7.5 ,14.7 ,10.2 ,10.6 ,16.9 ,9.0 ,11.2 ,11.1 ,10.8 ,12.5 ,9.6 ,7.4 ,7.3 ,8.8 ,8.3 ,6.8 ,11.7 ,5.7 ,7.4 ,15.6 ,28.5 ,70.9 ,7.2 ,18.7 ,31.0 ,18.8 ,15.9 ,14.1 ,12.6 ,15.0 ,24.9 ,14.6 ,8.9 ,39.3 ,13.9 ,50.4 
2021.03.2주차,11.6 ,10.3 ,25.1 ,7.9 ,10.1 ,12.3 ,8.0 ,17.3 ,9.3 ,7.1 ,7.7 ,10.6 ,6.5 ,5.1 ,14.4 ,3.9 ,12.5 ,7.7 ,5.7 ,13.4 ,6.7 ,8.1 ,7.4 ,5.3 ,13.0 ,6.8 ,5.5 ,4.6 ,6.3 ,4.5 ,3.7 ,8.1 ,1.6 ,3.9 ,18.7 ,20.8 ,59.8 ,10.9 ,15.1 ,24.4 ,15.2 ,30.9 ,15.5 ,13.0 ,15.5 ,23.0 ,13.1 ,9.2 ,37.5 ,11.3 ,52.0 
